CODIGO,ALTERNO,NOMBRE,INVENTARIO
8012542041351,2CSM204135R1341,Tw1 Twilight Switch 2-100 Lux,1
8012542088653,2CSS245101R0164,SN201 L-C16,24
8012542088752,2CSS245101R0204,SN201L-C20,30
8012542091950,2CSS255101R0164,SN201 C16,32
8012542092254,2CSS255101R0324,SN201 C32,30
8012542122951,2CSR252140R1324,DS202C C32 A30,186
8012542294917,2CSR255040R1204,DS201 C20 AC30,101
8012542296102,2CSR255040R1404,DS201 C40 AC30,97
8012542500513,GHS2830001R0804,S283-C80,7
8012542500612,GHS2830001R0824,S283-C100,12
8012542531104,2CSM512000R0201,E 252-48,24
8012542535003,2CSM413000R0211,E 257C30-24,731
8012542536901,2CSM002400R0201,AUX LATCHING 'E250 H20,159
8012542563136,2CSM256313R0621,"Interruptor Horario D2, 230 VCA",1
8012542620402,2CSM110000R1011,VLMD-1-2,2
8012542620501,2CSM320000R1011,AMTD-1,2
8012542791201,2CSB202001R1400,"DDA202 AC-40/0,03",4
8012542791300,2CSB202001R1630,"DDA202 AC-63/0,03",177
8012542792505,2CSB203001R1250,"DDA203 AC-25/0,03",93
8012542792604,2CSB203001R1400,"DDA203 AC-40/0,03",38
8012542792703,2CSB203001R1630,"DDA203 AC-63/0,03",80
8012542793908,2CSB204001R1250,"DDA204 AC-25/0,03",27
8012542851004,2CSR274101R1254,"DS204 M A-C25/0,03",14
8012542861201,2CSR252101R1404,"DS202 A-C40/0,03",75
8012542870203,2CSR252001R1404,"DS202 AC-C40/0,03",100
8012542894902,2CSF202006R3400,FH202 AC-40/300mA,41
8012542895107,2CSF204006R1250,FH204 AC-25/30mA,5
8012542895206,2CSF204006R1400,FH204 AC-40/30mA,1
8012542912309,2CSM531000R0201,E 251-32/48,18
8012542912903,2CSM532000R0201,E 252-32/48,30
8012542936008,2CSF202005R1900,F202 AC-100/30mA,1
8012542936701,2CSF204005R1800,F204 AC-80/30mA,2
8012542937203,2CSF204005R3900,F204 AC-100/300mA,2
8012542943501,2CSG213000R4051,ANR96-230,8
8012542990109,2CSR255140R1324,DS201 C32 A30,44
8012542998938,2CSG299893R4052,M2M MODBUS,8
8012823363271,7T8100002303,7T.81.0.000.2303 Termostato 1NA,13
8012823376400,226401204310,22.64.0.120.4310 Contactor Modular 4 NO (120 V DC/AC) 63 A.,20
8012823376585,226401204610,22.64.0.120.4610 Contactor Modular 2 NO+2 NC 120V DC/AC 63A,45
8012823402246,126282300000,12.62.8.230.0000 Int. Horario semanal NFC 2CC 120&230VAC 16A,9
8012823414003,781B12302403,781B FUENTE DE ALIMENTACION CON SALIDA 24VGD 5A,5
8015644001926,1SDA066282R1,Kit de Transformación para Parte Movil KIT P MP XT4 3p,4
8015644003630,1SDA066457R1,MOD Mando solenoide sobrepuesto. 24 V cd XT1-XT3,4
8015644003654,1SDA066459R1,MOD Mando solenoide sobrepuesto110&125 V ca/cd XT1-XT3,10
8015644003715,1SDA066465R1,MOE Mando de energía acumulada. 110&125 V ca/cd XT4,4
8015644004156,1SDA066636R1,FLD FRONTALE PER BLOCCHI XT2-XT4 W,1
8015644004576,1SDA066545R1,A2N 250 TMF 200-2000 2p F F,9
8015644005849,1SDA066676R1,Diafragmas separadores Tipo PB 100mm bajos H=100mm  XT1-XT3,4
8015644006884,1SDA066778R1,A2C 250 TMF 200-2000 3p F F,3
8015644010317,1SDA067124R1,RC Inst x XT1 4p F Relé diferencial,59
8015644010379,1SDA067130R1,RC Sel x XT3 4p F Relé diferencial,17
8015644010386,1SDA067131R1,RC Sel x XT4 4p F Relé diferencial,1
8015644019365,1SDA068036R1,SG.EL.Ekip M-LRIU In=160A XT4 3p,2
8015644019372,1SDA068037R1,Ekip M-LRIU In=200A XT4 3p,5
8015644025663,1SDA068654R1,MOSTRINA PER PORTA - RC XT1 F 4p,9
8015644030254,1SDA068789R1,A1N 125 TMF 15-300 2p F F,2
8015644135980,1SDA013598R1,KIT 3p F F>F FC S3-S4,2
8015644137083,1SDA013708R1,KIT3pFF>FFCS5,13
8015644137106,1SDA013710R1,KIT 3p F F>F FC CuAl S5 400,1
8015644138738,1SDA013873R1,MOTOR24VDCS3-S4-S5,1
8015644139575,1SDA013957R1,KIT FC CuAl 3x185mm2 T6 800-S6 800 8pcs,1
8015644380625,1SDA038062R1,Kit Trans Horz-Ant 3P Fijo E1,2
8015644380748,1SDA038074R1,POR DEFINIR,2
8015644382865,1SDA038286R1,YO Rele de Apertura 24Vdc,1
8015644382926,1SDA038292R1,YO Rele de Apertura 220V E1/6,6
8015644382933,1SDA038293R1,YO Rele de Apertura 250V E1/6,1
8015644383015,1SDA038301R1,YC Rele Cierre 120/127V E1/6,10
8015644383121,1SDA038312R1,YU Rele Min. Ten 220/240V E1/6,19
8015644383138,1SDA038313R1,YU Rele Min. Ten 240/250V E1/6,2
8015644383428,1SDA038342R1,Block Tablillas E1/6,1
8015644383442,1SDA038344R1,Protección llave dif IP54 E1/6,3
8015644383664,1SDA038366R1,10.2 Enclavamiento F/PF W E1-2,1
8015644383688,1SDA038368R1,10.2 Enclavamiento F/PF W E4,1
8015644517847,1SDA051363R1,CONECTORES HEMBRA-MACHO 6PIN T1...T6,4
8015644518028,1SDA051381R1,RHD T1-T2-T3 Normal Directo,42
8015644518257,1SDA051405R1,RC221/2 PER T2 4p Fijo,42
8015644518769,1SDA051456R1,Kit FC CuAl 1-95mm2 T2 6Pzas,3
8015644519001,1SDA051480R1,Kit Terminales FC Cu T3 6Pzas,1
8015644524159,1SDA051938R1,Kit Riel Din RC T3 3P-4P,1
8015644549176,1SDA053872R1,T1B 100 UL/CSA TMF25-1000 1p,4
8015644549251,1SDA053880R1,T1B 100 UL/CSA TMF100-1500 1p,7
8015644557041,1SDA054920R1,AUP-I T4-T5-T6 24 Vdc CONT.SEGN.INSERITO,2
8015644557058,1SDA054921R1,AUP-R T4-T5-T6 24 Vdc CONT.SEGN.ESTRATTO,8
8015644558703,1SDA054749R1,T5 400 P FP 3p EF,1
8015644560539,1SDA054931R1,RHE_B T4-T5 F/P BASETTA PER C.M.R. RINV.,7
8015644560584,1SDA054936R1,RHE_H T4-T5 MANIGLIA X C.M.R. RINV.,6
8015644560614,1SDA054939R1,KLF-D T4-T5 BL.CHI DIV.AP.x FRON/MAN.ROT,2
8015644560904,1SDA054951R1,MIR-P Tipo D (T5-T5) PIASTRE X INTER.MEC,2
8015644560935,1SDA054954R1,RC222/4 T4 4p F,1
8015644560959,1SDA054956R1,RC223/4 T4 250 4p F,2
8015644561321,1SDA054988R1,KIT FC CuAl 1x185mm2 T4 3pcs,1
8015644561345,1SDA054990R1,KIT FC CuAl 2x150mm2 T4 6pcs,1
8015644562991,1SDA055155R1,KIT FC CuAl 2x150mm2 T3 6pz,3
8015644566029,1SDA055363R1,Kit FC Cu 2x240mm2 T5 630 8pcs,3
8015644604547,1SDA058218R1,4to Sensor IuN=4000 E3-E6,3
8015644604813,1SDA058195R1,PR121/LSIG Rele Electron E1/6,2
8015644605438,1SDA058256R1,PR120/K (4salidas + 1entrada),9
8015644605469,1SDA058259R1,BT030-USB MOD.COM.EXT.BLUE.E1/6-T4.T8-X1,3
8015644605506,1SDA058263R1,S51+mando 24-30 V acdc E1/6,4
8015644628710,1SDA060397R1,MOE Mando Motor de Energía Acumulada 110-125Vca/cd para T6,7
8015644646554,1SDA062115R1,"M, Motor para carga de resortes: 110-130 V ca/cd para T7M-X1",1
8015644647018,1SDA062162R1,"Kit de transformación de fijo, en Parte móvil T7-T7M-X1 W 3p",1
8015644656461,1SDA063103R1,KIT EF T7-T7M-X1 3pcs,13
8015644656539,1SDA063110R1,KIT ES T7-T7M-X1 6pcs,3
8015644656706,1SDA063122R1,KIT HR T7-T7M-X1 6pcs,1
8015644656911,1SDA063143R1,HMI030 DISPLAY DA QUADRO T4..T7-X1-E1/6n,4
8015644667078,1SDA063880R1,"CABLE 60"" (OXC1L60)",1
8015644667269,1SDA063878R1,"CABLE 36""  (OXC1L36)",1
8015644671761,1SDA064321R1,KIT EF T6 1000 6pcs,4
8015644691868,1SDA066253R1,Kit FC CuAl A2 250A 2pz,1
8015644693671,1SDA066637R1,MIR-HR XT1..XT4 TELAIO INTERB.MEC.ORIZ,5
8015644694357,1SDA066779R1,A2C 250 TMF 225-2250 3p F F,1
8015644696290,1SDA068197R1,XT4 P FP 3p HR,3
8015644697396,1SDA069053R1,"RHD Mando giratorio Normal directo, para XT2 y XT4",15
8015644776435,1SDA073710R1,"M, Motor Carga de resortes, E1.2 100-130 Vac/dc",21
8015644776442,1SDA073711R1,"M, Motor Carga de resortes, E1.2 220-250 Vac/dc",4
8015644776572,1SDA073724R1,"M, Motor Carga de resortes, E2.2-E6.2 100-130 Vac/dc",16
8015644776695,1SDA073736R1,"Sensor de corriente Neutro externo, 4p, E1.2 y E2.2-2000A",3
8015644776718,1SDA073738R1,"Sensor de corriente Neutro externo, 4to polo, E4.2 - 3200 A",4
8015644776770,1SDA073744R1,YR 24 Vdc E1.2,1
8015644776831,1SDA073750R1,AUX 4Q 400V E1.2,2
8015644776893,1SDA073756R1,AUX 6Q 400V E2.2-E6.2,1
8015644776978,1SDA073764R1,"AUP 5 Contactos lado Izquierdo E2.2...E6.2, hasta 400Vac",5
8015644777104,1SDA073777R1,S51 24V E1.2,4
8015644777135,1SDA073780R1,MOC E1.2 Cuentamaniobras,2
8015644777562,1SDA073829R1,KLP-S Pos.lock N.20005 E1.2 2key,6
8015644778262,1SDA073893R1,Support fixed circuit breakerType A E1.2,4
8015644778279,1SDA073894R1,Support fixed Type A E1.2 floor mounted,5
8015644779221,1SDA073989R1,"Kit terminales HR/VR E1.2F 3Pz, suministro suelto",3
8015644781163,1SDA074183R1,Ekip Synchrocheck E1.2...E6.2,4
8015644781248,1SDA074191R1,Ekip Measuring Pro E6.2,2
8015644781279,1SDA074194R1,Ekip Dip LIE1.2..E6.2,2
8015646016706,AD1014,K Kit de unión,2
8015646027993,PS2720,"2instrum.panel72x72200x600(hxl)M,K",4
8015646035400,AD1036,20 TUERCAS EN JAULA M6,16
8015646035417,AD1037,4 SOP.METAL CAN.HOR.,131
8015646035622,GD6002,L Riel DIN 600mm,82
8015646035677,IP3060,K Marco Horiz.600mm 2pz,10
8015646035684,IP3080,K Marco Horiz.800mm 2px,20
8015646039507,PB1601,K Portabarra perf.line.1600A,35
8015646042675,PC2400,K Panel ciego 200x400mm,10
8015646600912,AD1070,EXTEND.ZINCPLATE+TRACK2200X1000MM(HXW),6
8015646602428,PM3648,"PANEL 2X24=48 MODULOS 300X600MM, M, K",9
8015646602442,GD6008,L Riel DIN 2filas 600mm,6
8015646602459,GD6009,L Riel DIN 2filas 800mm,44
8015646604156,GD6010,L Riel DIN reforzado 600mm,4
8015646604163,GD8010,L Riel DIN reforzado 800mm,3
8015646605740,PM2312,"PAN.MOD.24M?D,1FILATMAX DIF.,300X600",44
8015646609700,ED3066,UfixL Conexiones N 100A 10pz,181
8015646609823,ED3090,UfixL Cablealim.4P100A600mm,73
8015646609861,ED3058,UfixL Conexiones L3100A 10pz,202
8015646609885,ED3041,UfixL Conexiones L2 100A 10pz,165
8015646609939,ED2977,UfixL Barra Alim.36 mod.100A,58
8015646610126,ED3272,UfixL Conexión L1N 40A 10pz,2
8015646610164,ED3298,Connect.L3-N40AforS9..Nonright(10pcs),2
8015646610188,ED3280,Connect.L2-N40AforS9..Nonright(10pcs),2
8015646612694,ED2308,UfixH Base XT3 L2 Sup.250A,13
8015646615084,PM1500,L Panel modular 150x600mm,15
8015646615268,LK3001,L Kit T3 V 300x600mm,2
8015646615497,PC1150,L Panel ciego 150x600mm,2
8015646615886,PC2401,L Panel ciego 200x400mm,5
8015646616142,MC1400,L Cierre Lat.1400X200 2pz,24
8015646616326,PC4401,L Panel ciego 400x300mm,81
8015646616784,ZL1000,L Angulos zoclo 2pz,40
8015646616807,ZL1001,L Tapa Zoclo 600mm 2pz,2
8015646616821,ZL2001,L Tapa Zoclo 300mm 2pz,56
8015646616845,ZL3000,L Tapa Zoclo unión 100mm,41
8015646617002,AL1000,L argollas elevación 4pz,69
8015646617019,AL2000,L orejas fijac.pared 2pz,23
8015646617033,GD1520,UfixL Riel DIN 600mm,101
8015646618863,BP0630,K Portabarra plana 250-630A,17
8015646618900,BP0634,K Portabarra flat escalado 630A,24
8015646631893,LK3004,L Kit T3+ Diff H 300x600mm,5
8015646671226,LK4003,L Kit T4 H 200x600mm,5
8015646680549,EA2115,IS2 Refuerzo de platina,7
8015646681836,ZD8010,K 4Zoclo&angulos 800x900mm,1
8015646690388,EV1008,CAJA CIERRE DE PUERTAS,6
8015646707352,PC0580,L Panel ciego 50x800mm,5
8015646718358,CD4040,PLATINE SRE 400X400,2
8015646720290,ZD1050,K Tapa zoclo 500mm 2pz,2
8015646720306,ZD1070,K Tapa zoclo 700mm 2pz,1
8015646720313,ZD1090,K Tapa zoclo 900mm 2pz,1
8015646747266,EN0105K,IS2 Rejilla&filtro 105x105mm,10
8015646747273,EN0150K,IS2 Rejilla&filtro 150x150mm,5
8015646747280,EN0204K,IS2 Rejilla&filtro 204x204mm,1
8015646760364,LX3000,L Kit XT3 H 200x600mm,12
8015646760432,LX1001,L Kit XT1 V 200x600mm,24
8015646760449,LX1101,L Kit XT1 V 200x800mm,2
8015646762689,AD3307,EMBELLECEDOR XT3 3P EN PLACA DE MONTAJE,14
8015646779250,EV1001,"L?MPARA LED 3,6 W 24 V AC/DC L 342 MM",7
8015646783424,PBHB1125,"SOPORTE AISLADOR 1X10X50MM, 24UD",971
8015646783448,PBHB3121,"SOPORTE AISLADOR 3X10X100MM, 24UD",28
8015646783677,PTRS2001,"FIJACI?N DE AC. INOXIDABLE A=200MM,10 UD",14
8015646785862,PPFB8080,PANEL CIEGO H=800MM A=800MM,4
8015646785909,PPFB2010,PANEL CIEGO H=200MM A=1000MM,4
8015646785954,PPFB8010,PANEL CIEGO H=800MM A=1000MM,1
8015646788375,PEBL0004,N.4 CANC?MOS DE ELEVACI?N M?TALICO M12,14
8015646797971,PBRL0002,N.2 SOPORTES PARA ELEVACI?N STR.ADOSADAS,10
8433059020828,M7012A,TRANSFORMADOR TP-58 150/5A,3
9019040000,4008190099077,TERMINAL FERRUL WEIDMULLER CAL-18,4000
9019160000,4008190028732,TERMINAL FERRUL WEIDMULLER CAL-14,4500
9019190000,4008190141349,TERMINAL FERRUL WEIDMULLER CAL-12,3600
9019220000,4008190151607,TERMINAL FERRUL WEIDMULLER CAL-10,300
9019260000,9019260000,TERMINAL FERRUL WEIDMULLER CAL-6,300
9019340000,4008190067632,TERMINAL FERRUL WEIDMULLER CAL-1/0,101
ACS88001124A5,ACS88001124A5,DRIVE IP21; 3 phase,2
B075BTZ13JK,B075BTZ13JK,TRANSFORMADOR DE CONTROL ENCAPSULADO 75VA 480V/127V,9
B100BTZ13JK,B100BTZ13JK,TRANSFORMADOR DE CONTROL ENCAPSULADO 100VA 480V/127V,1
B250BTZ13RBF,B250BTZ13RBF,TRANSFORMADOR DE CONTROL ENCAPSULADO 250VA 480V/127V RBF,4
B300BTZ13JKF,B300BTZ13JKF,TRANSFORMADOR DE CONTROL ENCAPSULADO 300VA 480V/127V,1
FN3025HL5072,FN3025HL5072,Power Line Filters FN 3025HL 50-72,1
IDE3653,IDE3653,"CLAVIJA AEREA ESTETICA 3P+N+T 63A 440V MARCA ""IDE""",4
IDE3853,IDE3853,"BASE EMP/INCLINADA ESTETICA 3P+N+T 63A 440V MARCA ""IDE""",4
IRMPL10071NMK1,IRMPL10071NMK1,BARRIL AISLADOR 8M ONKA IRMPL1007-1NMK-1 (ROJO),120
ONKA1025,8698931210258,CLEMA 4M2/AZUL,104
ONKA1030,ONKA1030,CLEMA 4MM2 VERDE/AMARILLA,697
ONKA1040,ONKA1040,CLEMA 6MM2 VERDE/AMARILLA,653
ONKA1042,8698931210425,CLEMA/GRIS 10M2,2283
ONKA1050,ONKA1050,CLEMA 10MM2 VERDE/AMARILLA,187
ONKA1053,8698931210531,CLEMA/CREMA 6AWG,150
ONKA1054,8698931210548,CLEMA/NEGRO 6 AWG,184
ONKA1055,8698931210555,CLEMA/AZUL 6 AWG,700
ONKA1056,8698931210562,CLEMA/CAFE 6 AWG,150
ONKA1057,8698931210579,CLEMA/ROJO 6 AWG,150
ONKA1060,ONKA1060,CLEMA 16MM2 VERDE/AMARILLA,930
ONKA1064,8698931210647,CLEMA 35M2/NEGRA,85
ONKA1065,8698931210654,CLEMA 35M2/AZUL,540
ONKA1067,8698931210678,CLEMA 35M2/ROJO,89
ONKA1070,ONKA1070,CLEMA 35MM2 VERDE/AMARILLA,932
ONKA1072,8698931210722,CLEMA 50M2/GRIS,1
ONKA1073,8698931210739,CLEMA 50M2/CREMA,20
ONKA1077,8698931210777,CLEMA 50M2/ROJO,57
ONKA1092,8698931210920,CLEMA 95M2/GRIS,521
ONKA1095,8698931210951,CLEMA 95M2/AZUL,150
ONKA1100,ONKA1100,CLEMA 95MM2 VERDE/AMARILLA,79
ONKA1102,8698931211026,CLEMA/GRIS 120M2,150
ONKA1105,8698931211057,CLEMA/AZUL 120M2,150
ONKA1132,ONKA1132,MRK 16mm² SCREWED TYPE RAIL TERMINAL BLOCKS (NEW TYPE)  GREY,150
ONKA1135,ONKA1135,MRK 16mm² SCREWED TYPE RAIL TERMINAL BLOCKS (NEW TYPE)  BLUE,17
ONKA1293,8698931212931,CLEMAS DE TIERRA 4MM2,375
ONKA1294,8698931212948,CLEMAS DE TIERRA 10MM2,8913
ONKA1295,8698931212955,CLEMAS DE TIERRA 16MM2,863
ONKA1305,ONKA1305,MRK SHORTLINKS 4 POLE GROUP SET WITH DOBLE EZPULSIVE 10MM2 G,109
ONKA1322,ONKA1322,CLEMA 6MM2 PORTA FUSIBLE,571
ONKA1502,ONKA1502,OPK2.5MM2 PUSH-IN TYPE TERMINAL BLOCKS GREY,1020
ONKA1514,ONKA1514,OPK 4MM2 PUSH IN TYPE TERMINAL BLOCKS BLACK,600
ONKA1521,ONKA1521,OPK 6MM2 PUSH IN TYPE TERMINAL BLOCKS MINT GREEN,600
ONKA1522,ONKA1522,OPK 6MM^2 PUSH-IN TYPE TERMINAL BLOCKS GREY,200
ONKA1523,ONKA1523,OPK 6MM PUSH IN TYPE TERMINAL BLOCKS CREME,300
ONKA1525,ONKA1525,OPK 6MMPUSH IN TYPE TERMINAL BLOCK BLUE,290
ONKA1527,ONKA1527,OPK 6MM2 PUSH IN TYPE TERMINAL BLOCKS RED,300
ONKA1532,ONKA1532,OPK 10MM2 PUSH-IN TYPE TERMINAL BLOCKS GREY,2479
ONKA1535,ONKA1535,OPK 10MMPUSH IN TYPE TERMINAL BLOCK BLUE,784
ONKA1545,ONKA1545,OPK 16MMPUSH IN TYPE TERMINAL BLOCK,9360
ONKA1552,ONKA1552,OPK 35MM2 PUSH-IN TYPE TERMINAL BLOCKS GREY,2000
ONKA1934,ONKA1934,MRK & OPK 4/20 MM  POLE CROSS CONNECTION ORANGE,221
ONKA1939,ONKA1939,MRK 6/20 POLE CROSS CONNECTION ORANGE,220
ONKA2006,ONKA2006,"6,5x9mm²) 2/20=22 holes SLOTTED EARTH PANEL CONNECTORS",23
ONKA2303,8698931223036,CLEMA CON PERNO DE CONEXION 3AWG/CREMA,150
ONKA2323,8698931223234,CLEMA CON PERNO DE CONEXIÓN 2AWG/CREMA,185
ONKA2343,8698931223432,CLEMA CON PERNO DE CONEXIÓN 0 AWG/CREMA,200
ONKA2443,8698931224439,CLEMA CON PERNO DE CONEXIÓN 350 MCM/CREMA,24
ONKA2463,8698931224637,CLEMA CON PERNO DE CONEXCION 500 MCM/CREMA,18
ONKA3015,ONKA3015,2mm CU MONO PHASE 56 MODULES (1meter) AUTOMATE BUSBARS 100A,48
ONKA3056,ONKA3056,TAPA FINAL P/PEINE DE 3F,470
ONKA3070,ONKA3070,PEINE DE 100A 10MOD. 3F PARA INT. MINI,154
ONKA5011,ONKA5011,REGLETA DE CONECTORES 12 POLOS 2.4-4MM2,34
ONKA5013,ONKA5013,REGLETA DE CONECTORES 6-10MM2,48
ONKA5014,ONKA5014,REGLETA DE CONECTORES 10-16MM2,47
ONKA5067,8698931250674,CONECTOR PARA CONEXIÓN RÁPIDA DE 3 POLOS CON TAPA (BLANCO),1185
ONKA5182,ONKA5182,REGLETA DE TERMINANLES 6MM2/VERDE-AMARILLO,126
ONKA5411,8698931254115,CONECTOR PARA CONEXIÓN RAPIDA DE 3 POLOS (NEGRO),98
ONKA5452,8698931254528,CONECTOR PLINTON 2 POLOS 4MM2/NEGRO,173
ONKA5681,ONKA5681,CLEMA MINI/VERDE 10 GRUPOS,1420
ONKA6099,8698931260994,ZAPATAS DE OJILLO (600 MCM),19
ONKA6128,8698931261281,ZAPATAS DE OJILLO (95 MCM),27
ONKA6129,8698931261298,ZAPATAS DE OJILLO,19
ONKA6132,8698931261328,ZAPATAS DE OJILLO,4
ONKA8007,8690000358601,"INSULATED CORD END TERMINAL 0,50mm2  / 8,0",9227
ONKA8017,8690000358700,"INSULATED CORD END TERMINAL 1,5mm2  / 8,0",9000
ONKA8021,8690000358748,"INSULATED CORD END TERMINAL 2,5mm2  / 8,0",1000
ONKA8025,8690000358786,"INSULATED CORD END TERMINAL 4,0mm2  / 8,0",4800
ONKA8028,8690000358816,"INSULATED CORD END TERMINAL 6,0mm2  / 12,0",4600
ONKA8030,8690000358830,"INSULATED CORD END TERMINAL 10 mm2  / 12,0",4300
ONKA8036,8690000358892,"INSULATED CORD END TERMINAL 35 mm2  / 16,0",1351
ONKA8039,8690000358922,"INSULATED CORD END TERMINAL 50mm2  / 20,0",2050
ONKA8041,8690000358946,TERMINAL FERRUL  70MM2/21,2106
ONKA8042,8690000358953,INSULATED CORD END TERMINAL 95 MM2/25.0,2613
ONKA8055R112V,8590000359083,TERMINAL DE ANILLO TIPO AISLADO,900
ONKA8098R510V,ONKA8098R510V,"INSULATED RING TYPE TERMINALS METRIC DIMENSION 10,5",3750
ONKA8153,ONKA8153,"NON - INSULATED CORD END TERMINAL 150,0mm2 / 32,0",29
ONKA8171,8690000360215,"INSULATED TWIN CORD END TERMINAL 2 x 6,0mm2  / 14,0",471
ONKA8172,ONKA8172,"INSULATED TWIN CORD END TERMINAL 2 x 10,0mm2  / 14,0",213
ONKA8332CE5,3210000361811,CAPUCHON TRANSPARENTE 4.1MM,1000
ONKA8480,ONKA8480,CINCHO DE PLASTICO 2.5X100MM,18500
ONKA9000,8698931290007,CONECTOR GLANDULA PG-7/GRIS,338
ONKA9004,ONKA9004,CONECTOR GLANDULA PG-16/GRIS,46
ONKA9894,ONKA9894,MARCADOR PARA CABLE (NUMEROS 0) 1.50X2.50,11600
ONKA9896,ONKA9896,MARCADOR PARA CABLE (NUMERO 2) 1.50X2.50,800
ONKA9897,ONKA9897,MARCADOR PARA CABLE (NUMERO 3) 1.50X2.50,6600
ONKA9898,ONKA9898,MARCADOR PARA CABLE (NUMERO 4) 1.50X2.50,6000
ONKA9899,ONKA9899,MARCADOR PARA CABLE (NUMERO 5) 1.50X2.50,6440
ONKA9900,ONKA9900,MARCADOR PARA CABLE (NUMERO 6) 1.50X2.50,6000
ONKA9901,ONKA9901,MARCADOR PARA CABLE (NUMERO 7) 1.50X2.50,6400
ONKA9902,ONKA9902,MARCADOR PARA CABLE (NUMERO 8) 1.50X2.50,6000
ONKA9903,ONKA9903,MARCADOR PARA CABLE (NUMERO 9) 1.50X2.50,7720
ONKA9934,ONKA9934,MARCADOR PARA CABLE (SIMBOLO T ) 1.50X2.50,10260
OSCAR0020109A,0020109A,SWING HANDLE WITH PADLOCK DEVICE KYD ALIKE,196
OSCAR012V403,012V403,COMPRESSION LOCK WITHOUT CYLINDER (0-16MM),100
OSCAR022,022,CORNER WEDGE BLACK,1000
OSCAR20111112307,20111112307,Q.TURN CAM LOCK CHROME PLATED 8MM SQUARE H6 L52,193
OSCAR20112121107,20112121107,Q.TURN CAM LOCK BLACK PAINTED 5MM DB H6 L52MM,1358
OSCAR201P1107,201P1107,Q.TURN CAM LOCK POLYAMIDE 5MM DB,83
OSCAR209LKYV1,209LKYV1,DUAL ROLLER CATCHER ZINC DIE CASTING CHROME PL,1398
OSCAR2275,2275,DRAWING POCKET A4 SIZE RAL7035,50
OSCAR24710107,24710107,L HANDLE LOCK CHROME PLATED,63
OSCAR2572307,2572307,SNAP TYPE LOCK POLYAMIDE BODY ZAMAK INSERT 8MM SQUARE,248
OSCAR3001,3001,HINGE WITH SPRING,193
OSCAR31211,31211,180 DEG CORNER HINGE CHROME PLATED,400
OSCAR318V212,318V212,50*50 LEAF HINGE WITH BOLTS ZINC ALLOY BLACK PAINTED,176
OSCAR342,342,CONCEALED PANEL HINGE ZINC PLATED,167
OSCAR350V112,350V112,60*90 LEAF HINGE WITH HOLES ZINC ALLOY BLACK PAINTED,50
OSCAR354,354,CONCEALED PANEL HINGE ZINC PLATED,192
OSCAR4022,4022,CABINET GASKETING RUBBER,4
OSCAR607,607,INSULATOR 3X1F,200
OSCAR701V15,701V15,150*150 VENTILATION FILTER RAL7035,200
S201-B20,2CDS251103R0205,S201-B20 NA,5
TE5/32CAL12/10,TE5/32CAL12/10,TERMINALespada5/32CAL12/10,153
